"","symbol","date","open","high","low","close","volume","adjusted","exg_rate"
"20","S&P_500",2016-02-01,1936.939941,1947.199951,1920.300049,1939.380005,4322530000,1939.380005,1
"21","S&P_500",2016-02-02,1935.26001,1935.26001,1897.290039,1903.030029,4463190000,1903.030029,1
"22","S&P_500",2016-02-03,1907.069946,1918.01001,1872.22998,1912.530029,5172950000,1912.530029,1
"23","S&P_500",2016-02-04,1911.670044,1927.349976,1900.52002,1915.449951,5193320000,1915.449951,1
"24","S&P_500",2016-02-05,1913.069946,1913.069946,1872.650024,1880.050049,4929940000,1880.050049,1
"25","S&P_500",2016-02-08,1873.25,1873.25,1828.459961,1853.439941,5636460000,1853.439941,1
"26","S&P_500",2016-02-09,1848.459961,1868.25,1834.939941,1852.209961,5183220000,1852.209961,1
"27","S&P_500",2016-02-10,1857.099976,1881.599976,1850.319946,1851.859985,4471170000,1851.859985,1
"28","S&P_500",2016-02-11,1847,1847,1810.099976,1829.079956,5500800000,1829.079956,1
"29","S&P_500",2016-02-12,1833.400024,1864.780029,1833.400024,1864.780029,4696920000,1864.780029,1
"30","S&P_500",2016-02-16,1871.439941,1895.77002,1871.439941,1895.579956,4570670000,1895.579956,1
"31","S&P_500",2016-02-17,1898.800049,1930.680054,1898.800049,1926.819946,5011540000,1926.819946,1
"32","S&P_500",2016-02-18,1927.569946,1930,1915.089966,1917.829956,4436490000,1917.829956,1
"33","S&P_500",2016-02-19,1916.73999,1918.780029,1902.170044,1917.780029,4142850000,1917.780029,1
"34","S&P_500",2016-02-22,1924.439941,1946.699951,1924.439941,1945.5,4054710000,1945.5,1
"35","S&P_500",2016-02-23,1942.380005,1942.380005,1919.439941,1921.27002,3890650000,1921.27002,1
"36","S&P_500",2016-02-24,1917.560059,1932.079956,1891,1929.800049,4317250000,1929.800049,1
"37","S&P_500",2016-02-25,1931.869995,1951.829956,1925.410034,1951.699951,4118210000,1951.699951,1
"38","S&P_500",2016-02-26,1954.949951,1962.959961,1945.780029,1948.050049,4348510000,1948.050049,1
"39","S&P_500",2016-02-29,1947.130005,1958.27002,1931.810059,1932.22998,4588180000,1932.22998,1
"40","S&P_500",2016-03-01,1937.089966,1978.349976,1937.089966,1978.349976,4819750000,1978.349976,1
"41","S&P_500",2016-03-02,1976.599976,1986.51001,1968.800049,1986.449951,4666610000,1986.449951,1
"42","S&P_500",2016-03-03,1985.599976,1993.689941,1977.369995,1993.400024,5081700000,1993.400024,1
"43","S&P_500",2016-03-04,1994.01001,2009.130005,1986.77002,1999.98999,6049930000,1999.98999,1
"44","S&P_500",2016-03-07,1996.109985,2006.119995,1989.380005,2001.76001,4968180000,2001.76001,1
"45","S&P_500",2016-03-08,1996.880005,1996.880005,1977.430054,1979.26001,4641650000,1979.26001,1
"46","S&P_500",2016-03-09,1981.439941,1992.689941,1979.839966,1989.26001,4038120000,1989.26001,1
"47","S&P_500",2016-03-10,1990.969971,2005.079956,1969.25,1989.569946,4376790000,1989.569946,1
"48","S&P_500",2016-03-11,1994.709961,2022.369995,1994.709961,2022.189941,4078620000,2022.189941,1
"49","S&P_500",2016-03-14,2019.27002,2024.569946,2012.050049,2019.640015,3487850000,2019.640015,1
"50","S&P_500",2016-03-15,2015.27002,2015.939941,2005.22998,2015.930054,3560280000,2015.930054,1
"51","S&P_500",2016-03-16,2014.23999,2032.02002,2010.040039,2027.219971,4057020000,2027.219971,1
"52","S&P_500",2016-03-17,2026.900024,2046.23999,2022.160034,2040.589966,4530480000,2040.589966,1
"53","S&P_500",2016-03-18,2041.160034,2052.360107,2041.160034,2049.580078,6503140000,2049.580078,1
"54","S&P_500",2016-03-21,2047.880005,2053.909912,2043.140015,2051.600098,3376600000,2051.600098,1
"55","S&P_500",2016-03-22,2048.639893,2056.600098,2040.569946,2049.800049,3418460000,2049.800049,1
"56","S&P_500",2016-03-23,2048.550049,2048.550049,2034.859985,2036.709961,3639510000,2036.709961,1
"57","S&P_500",2016-03-24,2032.47998,2036.040039,2022.48999,2035.939941,3407720000,2035.939941,1
"58","S&P_500",2016-03-28,2037.890015,2042.670044,2031.959961,2037.050049,2809090000,2037.050049,1
"59","S&P_500",2016-03-29,2035.75,2055.909912,2028.310059,2055.01001,3822330000,2055.01001,1
"60","S&P_500",2016-03-30,2058.27002,2072.209961,2058.27002,2063.949951,3590310000,2063.949951,1
"61","S&P_500",2016-03-31,2063.77002,2067.919922,2057.459961,2059.73999,3715280000,2059.73999,1
"62","S&P_500",2016-04-01,2056.620117,2075.070068,2043.97998,2072.780029,3749990000,2072.780029,1
"63","S&P_500",2016-04-04,2073.189941,2074.02002,2062.570068,2066.129883,3485710000,2066.129883,1
"64","S&P_500",2016-04-05,2062.5,2062.5,2042.560059,2045.170044,4154920000,2045.170044,1
"65","S&P_500",2016-04-06,2045.560059,2067.330078,2043.089966,2066.659912,3750800000,2066.659912,1
"66","S&P_500",2016-04-07,2063.01001,2063.01001,2033.800049,2041.910034,3801250000,2041.910034,1
"67","S&P_500",2016-04-08,2045.540039,2060.629883,2041.689941,2047.599976,3359530000,2047.599976,1
"68","S&P_500",2016-04-11,2050.22998,2062.929932,2041.880005,2041.98999,3567840000,2041.98999,1
"69","S&P_500",2016-04-12,2043.719971,2065.050049,2039.73999,2061.719971,4239740000,2061.719971,1
"70","S&P_500",2016-04-13,2065.919922,2083.179932,2065.919922,2082.419922,4191830000,2082.419922,1
"71","S&P_500",2016-04-14,2082.889893,2087.840088,2078.129883,2082.780029,3765870000,2082.780029,1
"72","S&P_500",2016-04-15,2083.100098,2083.219971,2076.310059,2080.72998,3701450000,2080.72998,1
"73","S&P_500",2016-04-18,2078.830078,2094.659912,2073.649902,2094.340088,3316880000,2094.340088,1
"74","S&P_500",2016-04-19,2096.050049,2104.050049,2091.679932,2100.800049,3896830000,2100.800049,1
"75","S&P_500",2016-04-20,2101.52002,2111.050049,2096.320068,2102.399902,4184880000,2102.399902,1
"76","S&P_500",2016-04-21,2102.090088,2103.780029,2088.52002,2091.47998,4175290000,2091.47998,1
"77","S&P_500",2016-04-22,2091.48999,2094.320068,2081.199951,2091.580078,3790580000,2091.580078,1
"78","S&P_500",2016-04-25,2089.370117,2089.370117,2077.52002,2087.790039,3319740000,2087.790039,1
"79","S&P_500",2016-04-26,2089.840088,2096.870117,2085.800049,2091.699951,3557190000,2091.699951,1
"80","S&P_500",2016-04-27,2092.330078,2099.889893,2082.310059,2095.149902,4100110000,2095.149902,1
"81","S&P_500",2016-04-28,2090.929932,2099.300049,2071.620117,2075.810059,4309840000,2075.810059,1
"82","S&P_500",2016-04-29,2071.820068,2073.850098,2052.280029,2065.300049,4704720000,2065.300049,1
"83","S&P_500",2016-05-02,2067.169922,2083.419922,2066.110107,2081.429932,3841110000,2081.429932,1
"84","S&P_500",2016-05-03,2077.179932,2077.179932,2054.889893,2063.370117,4173390000,2063.370117,1
"85","S&P_500",2016-05-04,2060.300049,2060.300049,2045.550049,2051.120117,4058560000,2051.120117,1
"86","S&P_500",2016-05-05,2052.949951,2060.22998,2045.77002,2050.629883,4008530000,2050.629883,1
"87","S&P_500",2016-05-06,2047.77002,2057.719971,2039.449951,2057.139893,3796350000,2057.139893,1
"88","S&P_500",2016-05-09,2057.550049,2064.149902,2054.310059,2058.689941,3788620000,2058.689941,1
"89","S&P_500",2016-05-10,2062.629883,2084.870117,2062.629883,2084.389893,3600200000,2084.389893,1
"90","S&P_500",2016-05-11,2083.290039,2083.290039,2064.459961,2064.459961,3821980000,2064.459961,1
"91","S&P_500",2016-05-12,2067.169922,2073.98999,2053.129883,2064.110107,3782390000,2064.110107,1
"92","S&P_500",2016-05-13,2062.5,2066.790039,2043.130005,2046.609985,3579880000,2046.609985,1
"93","S&P_500",2016-05-16,2046.530029,2071.879883,2046.530029,2066.659912,3501360000,2066.659912,1
"94","S&P_500",2016-05-17,2065.040039,2065.689941,2040.819946,2047.209961,4108960000,2047.209961,1
"95","S&P_500",2016-05-18,2044.380005,2060.610107,2034.48999,2047.630005,4101320000,2047.630005,1
"96","S&P_500",2016-05-19,2044.209961,2044.209961,2025.910034,2040.040039,3846770000,2040.040039,1
"97","S&P_500",2016-05-20,2041.880005,2058.350098,2041.880005,2052.320068,3507650000,2052.320068,1
"98","S&P_500",2016-05-23,2052.22998,2055.580078,2047.26001,2048.040039,3055480000,2048.040039,1
"99","S&P_500",2016-05-24,2052.649902,2079.669922,2052.649902,2076.060059,3627340000,2076.060059,1
"100","S&P_500",2016-05-25,2078.929932,2094.72998,2078.929932,2090.540039,3859160000,2090.540039,1
"101","S&P_500",2016-05-26,2091.439941,2094.300049,2087.080078,2090.100098,3230990000,2090.100098,1
"102","S&P_500",2016-05-27,2090.060059,2099.060059,2090.060059,2099.060059,3079150000,2099.060059,1
"103","S&P_500",2016-05-31,2100.129883,2103.47998,2088.659912,2096.949951,4514410000,2096.949951,1
"104","S&P_500",2016-06-01,2093.939941,2100.969971,2085.100098,2099.330078,3525170000,2099.330078,1
"105","S&P_500",2016-06-02,2097.709961,2105.26001,2088.590088,2105.26001,3632720000,2105.26001,1
"106","S&P_500",2016-06-03,2104.070068,2104.070068,2085.360107,2099.129883,3627780000,2099.129883,1
"107","S&P_500",2016-06-06,2100.830078,2113.360107,2100.830078,2109.409912,3442020000,2109.409912,1
"108","S&P_500",2016-06-07,2110.179932,2119.219971,2110.179932,2112.129883,3534730000,2112.129883,1
"109","S&P_500",2016-06-08,2112.709961,2120.550049,2112.709961,2119.120117,3562060000,2119.120117,1
"110","S&P_500",2016-06-09,2115.649902,2117.639893,2107.72998,2115.47998,3290320000,2115.47998,1
"111","S&P_500",2016-06-10,2109.570068,2109.570068,2089.959961,2096.070068,3515010000,2096.070068,1
"112","S&P_500",2016-06-13,2091.75,2098.120117,2078.459961,2079.060059,3392030000,2079.060059,1
"113","S&P_500",2016-06-14,2076.649902,2081.300049,2064.100098,2075.320068,3759770000,2075.320068,1
"114","S&P_500",2016-06-15,2077.600098,2085.649902,2069.800049,2071.5,3544720000,2071.5,1
"115","S&P_500",2016-06-16,2066.360107,2079.620117,2050.370117,2077.98999,3628280000,2077.98999,1
"116","S&P_500",2016-06-17,2078.199951,2078.199951,2062.840088,2071.219971,4952630000,2071.219971,1
"117","S&P_500",2016-06-20,2075.580078,2100.659912,2075.580078,2083.25,3467440000,2083.25,1
"118","S&P_500",2016-06-21,2085.189941,2093.659912,2083.02002,2088.899902,3232880000,2088.899902,1
"119","S&P_500",2016-06-22,2089.75,2099.709961,2084.360107,2085.449951,3168160000,2085.449951,1
"120","S&P_500",2016-06-23,2092.800049,2113.320068,2092.800049,2113.320068,3297940000,2113.320068,1
"121","S&P_500",2016-06-24,2103.810059,2103.810059,2032.569946,2037.410034,7597450000,2037.410034,1
"122","S&P_500",2016-06-27,2031.449951,2031.449951,1991.680054,2000.540039,5431220000,2000.540039,1
"123","S&P_500",2016-06-28,2006.670044,2036.089966,2006.670044,2036.089966,4385810000,2036.089966,1
"124","S&P_500",2016-06-29,2042.689941,2073.129883,2042.689941,2070.77002,4241740000,2070.77002,1
"125","S&P_500",2016-06-30,2073.169922,2098.939941,2070,2098.860107,4622820000,2098.860107,1
"126","S&P_500",2016-07-01,2099.340088,2108.709961,2097.899902,2102.949951,3458890000,2102.949951,1
"127","S&P_500",2016-07-05,2095.050049,2095.050049,2080.860107,2088.550049,3658380000,2088.550049,1
"128","S&P_500",2016-07-06,2084.429932,2100.719971,2074.02002,2099.72998,3909380000,2099.72998,1
"129","S&P_500",2016-07-07,2100.419922,2109.080078,2089.389893,2097.899902,3604550000,2097.899902,1
"130","S&P_500",2016-07-08,2106.969971,2131.709961,2106.969971,2129.899902,3607500000,2129.899902,1
"131","S&P_500",2016-07-11,2131.719971,2143.159912,2131.719971,2137.159912,3253340000,2137.159912,1
"132","S&P_500",2016-07-12,2139.5,2155.399902,2139.5,2152.139893,4097820000,2152.139893,1
"133","S&P_500",2016-07-13,2153.810059,2156.449951,2146.209961,2152.429932,3502320000,2152.429932,1
"134","S&P_500",2016-07-14,2157.879883,2168.98999,2157.879883,2163.75,3465610000,2163.75,1
"135","S&P_500",2016-07-15,2165.129883,2169.050049,2155.790039,2161.73999,3122600000,2161.73999,1
"136","S&P_500",2016-07-18,2162.040039,2168.350098,2159.629883,2166.889893,3009310000,2166.889893,1
"137","S&P_500",2016-07-19,2163.790039,2164.629883,2159.01001,2163.780029,2968340000,2163.780029,1
"138","S&P_500",2016-07-20,2166.100098,2175.629883,2164.889893,2173.02002,3211860000,2173.02002,1
"139","S&P_500",2016-07-21,2172.909912,2174.560059,2159.75,2165.169922,3438900000,2165.169922,1
"140","S&P_500",2016-07-22,2166.469971,2175.110107,2163.23999,2175.030029,3023280000,2175.030029,1
"141","S&P_500",2016-07-25,2173.709961,2173.709961,2161.949951,2168.47998,3057240000,2168.47998,1
"142","S&P_500",2016-07-26,2168.969971,2173.540039,2160.179932,2169.179932,3442350000,2169.179932,1
"143","S&P_500",2016-07-27,2169.810059,2174.97998,2159.070068,2166.580078,3995500000,2166.580078,1
"144","S&P_500",2016-07-28,2166.050049,2172.850098,2159.73999,2170.060059,3664240000,2170.060059,1
"145","S&P_500",2016-07-29,2168.830078,2177.090088,2163.48999,2173.600098,4038840000,2173.600098,1
"146","S&P_500",2016-08-01,2173.149902,2178.290039,2166.209961,2170.840088,3505990000,2170.840088,1
"147","S&P_500",2016-08-02,2169.939941,2170.199951,2147.580078,2157.030029,3848750000,2157.030029,1
"148","S&P_500",2016-08-03,2156.810059,2163.790039,2152.560059,2163.790039,3786530000,2163.790039,1
"149","S&P_500",2016-08-04,2163.51001,2168.189941,2159.070068,2164.25,3709200000,2164.25,1
"150","S&P_500",2016-08-05,2168.790039,2182.870117,2168.790039,2182.870117,3663070000,2182.870117,1
"151","S&P_500",2016-08-08,2183.76001,2185.439941,2177.850098,2180.889893,3327550000,2180.889893,1
"152","S&P_500",2016-08-09,2182.23999,2187.659912,2178.610107,2181.73999,3334300000,2181.73999,1
"153","S&P_500",2016-08-10,2182.810059,2183.409912,2172,2175.48999,3254950000,2175.48999,1
"154","S&P_500",2016-08-11,2177.969971,2188.449951,2177.969971,2185.790039,3423160000,2185.790039,1
"155","S&P_500",2016-08-12,2183.73999,2186.280029,2179.419922,2184.050049,3000660000,2184.050049,1
"156","S&P_500",2016-08-15,2186.080078,2193.810059,2186.080078,2190.149902,3078530000,2190.149902,1
"157","S&P_500",2016-08-16,2186.23999,2186.23999,2178.139893,2178.149902,3196400000,2178.149902,1
"158","S&P_500",2016-08-17,2177.840088,2183.080078,2168.5,2182.219971,3388910000,2182.219971,1
"159","S&P_500",2016-08-18,2181.899902,2187.030029,2180.459961,2187.02002,3300570000,2187.02002,1
"160","S&P_500",2016-08-19,2184.23999,2185,2175.129883,2183.870117,3084800000,2183.870117,1
"161","S&P_500",2016-08-22,2181.580078,2185.149902,2175.959961,2182.639893,2777550000,2182.639893,1
"162","S&P_500",2016-08-23,2187.810059,2193.419922,2186.800049,2186.899902,3041490000,2186.899902,1
"163","S&P_500",2016-08-24,2185.090088,2186.659912,2171.25,2175.439941,3148280000,2175.439941,1
"164","S&P_500",2016-08-25,2173.290039,2179,2169.73999,2172.469971,2969310000,2172.469971,1
"165","S&P_500",2016-08-26,2175.100098,2187.939941,2160.389893,2169.040039,3342340000,2169.040039,1
"166","S&P_500",2016-08-29,2170.189941,2183.47998,2170.189941,2180.379883,2654780000,2180.379883,1
"167","S&P_500",2016-08-30,2179.449951,2182.27002,2170.409912,2176.120117,3006800000,2176.120117,1
"168","S&P_500",2016-08-31,2173.560059,2173.790039,2161.350098,2170.949951,3766390000,2170.949951,1
"169","S&P_500",2016-09-01,2171.330078,2173.560059,2157.090088,2170.860107,3392120000,2170.860107,1
"170","S&P_500",2016-09-02,2177.48999,2184.870117,2173.590088,2179.97998,3091120000,2179.97998,1
"171","S&P_500",2016-09-06,2181.610107,2186.570068,2175.100098,2186.47998,3447650000,2186.47998,1
"172","S&P_500",2016-09-07,2185.169922,2187.870117,2179.070068,2186.159912,3319420000,2186.159912,1
"173","S&P_500",2016-09-08,2182.76001,2184.939941,2177.48999,2181.300049,3727840000,2181.300049,1
"174","S&P_500",2016-09-09,2169.080078,2169.080078,2127.810059,2127.810059,4233960000,2127.810059,1
"175","S&P_500",2016-09-12,2120.860107,2163.300049,2119.120117,2159.040039,4010480000,2159.040039,1
"176","S&P_500",2016-09-13,2150.469971,2150.469971,2120.27002,2127.02002,4141670000,2127.02002,1
"177","S&P_500",2016-09-14,2127.860107,2141.330078,2119.899902,2125.77002,3664100000,2125.77002,1
"178","S&P_500",2016-09-15,2125.360107,2151.310059,2122.360107,2147.26001,3373720000,2147.26001,1
"179","S&P_500",2016-09-16,2146.47998,2146.47998,2131.199951,2139.159912,5014360000,2139.159912,1
"180","S&P_500",2016-09-19,2143.98999,2153.610107,2135.909912,2139.120117,3141820000,2139.120117,1
"181","S&P_500",2016-09-20,2145.939941,2150.800049,2139.169922,2139.76001,3117380000,2139.76001,1
"182","S&P_500",2016-09-21,2144.580078,2165.110107,2139.570068,2163.120117,3685450000,2163.120117,1
"183","S&P_500",2016-09-22,2170.939941,2179.98999,2170.939941,2177.179932,3523860000,2177.179932,1
"184","S&P_500",2016-09-23,2173.290039,2173.75,2163.969971,2164.689941,3289860000,2164.689941,1
"185","S&P_500",2016-09-26,2158.540039,2158.540039,2145.040039,2146.100098,3199910000,2146.100098,1
"186","S&P_500",2016-09-27,2146.040039,2161.129883,2141.550049,2159.929932,3414090000,2159.929932,1
"187","S&P_500",2016-09-28,2161.850098,2172.399902,2151.790039,2171.370117,3860390000,2171.370117,1
"188","S&P_500",2016-09-29,2168.899902,2172.669922,2145.199951,2151.129883,4215620000,2151.129883,1
"189","S&P_500",2016-09-30,2156.51001,2175.300049,2156.51001,2168.27002,4158800000,2168.27002,1
"190","S&P_500",2016-10-03,2164.330078,2164.409912,2154.77002,2161.199951,3113850000,2161.199951,1
"191","S&P_500",2016-10-04,2163.370117,2165.459961,2144.01001,2150.48999,3716100000,2150.48999,1
"192","S&P_500",2016-10-05,2155.149902,2163.949951,2155.149902,2159.72998,3883710000,2159.72998,1
"193","S&P_500",2016-10-06,2158.219971,2162.929932,2150.280029,2160.77002,3438040000,2160.77002,1
"194","S&P_500",2016-10-07,2164.189941,2165.860107,2144.850098,2153.73999,3578770000,2153.73999,1
"195","S&P_500",2016-10-10,2160.389893,2169.600098,2160.389893,2163.659912,2881970000,2163.659912,1
"196","S&P_500",2016-10-11,2161.350098,2161.560059,2128.840088,2136.72998,3393060000,2136.72998,1
"197","S&P_500",2016-10-12,2137.669922,2145.360107,2132.77002,2139.179932,2959510000,2139.179932,1
"198","S&P_500",2016-10-13,2130.26001,2138.189941,2114.719971,2132.550049,3538030000,2132.550049,1
"199","S&P_500",2016-10-14,2139.679932,2149.189941,2132.97998,2132.97998,3187910000,2132.97998,1
"200","S&P_500",2016-10-17,2132.949951,2135.610107,2124.429932,2126.5,2832440000,2126.5,1
"201","S&P_500",2016-10-18,2138.310059,2144.379883,2135.48999,2139.600098,3172940000,2139.600098,1
"202","S&P_500",2016-10-19,2140.810059,2148.439941,2138.149902,2144.290039,3364990000,2144.290039,1
"203","S&P_500",2016-10-20,2142.51001,2147.179932,2133.439941,2141.340088,3339320000,2141.340088,1
"204","S&P_500",2016-10-21,2139.429932,2142.629883,2130.090088,2141.159912,3456390000,2141.159912,1
"205","S&P_500",2016-10-24,2148.5,2154.790039,2146.909912,2151.330078,3359950000,2151.330078,1
"206","S&P_500",2016-10-25,2149.719971,2151.439941,2141.929932,2143.159912,3756200000,2143.159912,1
"207","S&P_500",2016-10-26,2136.969971,2145.72998,2131.590088,2139.429932,3778120000,2139.429932,1
"208","S&P_500",2016-10-27,2144.060059,2147.129883,2132.52002,2133.040039,4209400000,2133.040039,1
"209","S&P_500",2016-10-28,2132.22998,2140.719971,2119.360107,2126.409912,4028270000,2126.409912,1
"210","S&P_500",2016-10-31,2129.780029,2133.25,2125.530029,2126.149902,3926560000,2126.149902,1
"211","S&P_500",2016-11-01,2128.679932,2131.449951,2097.850098,2111.719971,4539190000,2111.719971,1
"212","S&P_500",2016-11-02,2109.429932,2111.76001,2094,2097.939941,4289120000,2097.939941,1
"213","S&P_500",2016-11-03,2098.800049,2102.560059,2085.22998,2088.659912,3892100000,2088.659912,1
"214","S&P_500",2016-11-04,2083.790039,2099.070068,2083.790039,2085.179932,3841910000,2085.179932,1
"215","S&P_500",2016-11-07,2100.590088,2132,2100.590088,2131.52002,3739720000,2131.52002,1
"216","S&P_500",2016-11-08,2129.919922,2146.870117,2123.560059,2139.560059,3921850000,2139.560059,1
"217","S&P_500",2016-11-09,2131.560059,2170.100098,2125.350098,2163.26001,6267590000,2163.26001,1
"218","S&P_500",2016-11-10,2167.48999,2182.300049,2151.169922,2167.47998,6458450000,2167.47998,1
"219","S&P_500",2016-11-11,2162.709961,2165.919922,2152.48999,2164.449951,4993990000,2164.449951,1
"220","S&P_500",2016-11-14,2165.639893,2171.360107,2156.080078,2164.199951,5373670000,2164.199951,1
"221","S&P_500",2016-11-15,2168.290039,2180.840088,2166.379883,2180.389893,4548110000,2180.389893,1
"222","S&P_500",2016-11-16,2177.530029,2179.219971,2172.199951,2176.939941,3847900000,2176.939941,1
"223","S&P_500",2016-11-17,2178.610107,2188.060059,2176.649902,2187.120117,3811730000,2187.120117,1
"224","S&P_500",2016-11-18,2186.850098,2189.889893,2180.379883,2181.899902,3580900000,2181.899902,1
"225","S&P_500",2016-11-21,2186.429932,2198.699951,2186.429932,2198.179932,3611500000,2198.179932,1
"226","S&P_500",2016-11-22,2201.560059,2204.800049,2194.51001,2202.939941,3960520000,2202.939941,1
"227","S&P_500",2016-11-23,2198.550049,2204.719971,2194.51001,2204.719971,3419850000,2204.719971,1
"228","S&P_500",2016-11-25,2206.27002,2213.350098,2206.27002,2213.350098,1584590000,2213.350098,1
"229","S&P_500",2016-11-28,2210.209961,2211.139893,2200.360107,2201.719971,3515100000,2201.719971,1
"230","S&P_500",2016-11-29,2200.76001,2210.459961,2198.149902,2204.659912,3709190000,2204.659912,1
"231","S&P_500",2016-11-30,2204.969971,2214.100098,2198.810059,2198.810059,5538400000,2198.810059,1
"232","S&P_500",2016-12-01,2200.169922,2202.600098,2187.439941,2191.080078,5067470000,2191.080078,1
"233","S&P_500",2016-12-02,2191.120117,2197.949951,2188.370117,2191.949951,3782370000,2191.949951,1
"234","S&P_500",2016-12-05,2200.649902,2209.419922,2199.969971,2204.709961,3898530000,2204.709961,1
"235","S&P_500",2016-12-06,2207.26001,2212.780029,2202.209961,2212.22998,3857290000,2212.22998,1
"236","S&P_500",2016-12-07,2210.719971,2241.629883,2208.929932,2241.350098,4504070000,2241.350098,1
"237","S&P_500",2016-12-08,2241.129883,2251.689941,2237.570068,2246.189941,4203270000,2246.189941,1
"238","S&P_500",2016-12-09,2249.72998,2259.800049,2249.22998,2259.530029,3886460000,2259.530029,1
"239","S&P_500",2016-12-12,2258.830078,2264.030029,2252.370117,2256.959961,4038850000,2256.959961,1
"240","S&P_500",2016-12-13,2263.320068,2277.530029,2263.320068,2271.719971,3875630000,2271.719971,1
"241","S&P_500",2016-12-14,2268.350098,2276.199951,2248.439941,2253.280029,4409670000,2253.280029,1
"242","S&P_500",2016-12-15,2253.77002,2272.120117,2253.77002,2262.030029,4173360000,2262.030029,1
"243","S&P_500",2016-12-16,2266.810059,2268.050049,2254.23999,2258.070068,5928980000,2258.070068,1
"244","S&P_500",2016-12-19,2259.23999,2267.469971,2258.209961,2262.530029,3252840000,2262.530029,1
"245","S&P_500",2016-12-20,2266.5,2272.560059,2266.139893,2270.76001,3306250000,2270.76001,1
"246","S&P_500",2016-12-21,2270.540039,2271.22998,2265.149902,2265.179932,2854880000,2265.179932,1
"247","S&P_500",2016-12-22,2262.929932,2263.179932,2256.080078,2260.959961,2880670000,2260.959961,1
"248","S&P_500",2016-12-23,2260.25,2263.790039,2258.840088,2263.790039,2021230000,2263.790039,1
"249","S&P_500",2016-12-27,2266.22998,2273.820068,2266.149902,2268.879883,1989730000,2268.879883,1
"250","S&P_500",2016-12-28,2270.22998,2271.310059,2249.110107,2249.919922,2402750000,2249.919922,1
"251","S&P_500",2016-12-29,2249.5,2254.51001,2244.560059,2249.26001,2338700000,2249.26001,1
"252","S&P_500",2016-12-30,2251.610107,2253.580078,2233.620117,2238.830078,2671550000,2238.830078,1
"253","S&P_500",2017-01-03,2251.570068,2263.879883,2245.129883,2257.830078,3773010000,2257.830078,1
"254","S&P_500",2017-01-04,2261.600098,2272.820068,2261.600098,2270.75,3768890000,2270.75,1
"255","S&P_500",2017-01-05,2268.179932,2271.5,2260.449951,2269,3785080000,2269,1
"256","S&P_500",2017-01-06,2271.139893,2282.100098,2264.060059,2276.97998,3342080000,2276.97998,1
"257","S&P_500",2017-01-09,2273.590088,2275.48999,2268.899902,2268.899902,3219730000,2268.899902,1
"258","S&P_500",2017-01-10,2269.719971,2279.27002,2265.27002,2268.899902,3640560000,2268.899902,1
"259","S&P_500",2017-01-11,2268.600098,2275.320068,2260.830078,2275.320068,3625080000,2275.320068,1
"260","S&P_500",2017-01-12,2271.139893,2271.780029,2254.25,2270.439941,3466220000,2270.439941,1
"261","S&P_500",2017-01-13,2272.73999,2278.679932,2271.51001,2274.639893,3090680000,2274.639893,1
"262","S&P_500",2017-01-17,2269.139893,2272.080078,2262.810059,2267.889893,3586950000,2267.889893,1
"263","S&P_500",2017-01-18,2269.139893,2272.01001,2263.350098,2271.889893,3317670000,2271.889893,1
"264","S&P_500",2017-01-19,2271.899902,2274.330078,2258.409912,2263.689941,3168390000,2263.689941,1
